Date	Player	Character	Topic	
Aug 25	Jacob Woodruff	Gideon	Research: what happened to General Bryndon Bendriven's hammer?	As the Crusades were over 200 years ago, there is no record of actual witnesses to the final ritual that went off that day. It is well-known that the hammer was with General Bendriven on the isthmus when the explosive ritual went off, and so all speculation since that day has been that it fell into the strait along with General Bendriven and the last of the forces of Antioc. Although there have been many attempts to search the strait and the sea over the years to recover the hammer or other famous artifacts from that battle, none have been successful in finding it.
Aug 25	Natasha Hayes	Saelinn	Research: how did they (the Myrens) make these cultures (mandala/ad dec) vanish from the timeline? can we prevent this from happening again? 	The Myrens did not make any cultures vanish from the timeline. At some point, before the original fall of Myre, the prince of Myre made an agreement with the fae Ruin to bring Myre back in the future. Mandala still existed, the Gael still existed, Ad Decimum still existed and built its city on the foundations of the destroyed city of Myre. In the late summer of 13ar, the fae Ruin made a great wish powered by divine magic to allow Myre to rise from its ancient foundations - which Ad Decimum had built on top of. Under the Dark Mists which overtook the region, Myre rose from its ancient foundations and incited the Age of Myre - a period of 200 years in which the Smiling Prince and the Mad Kings of Myre convinced Decimals to come to their side and join the recently returned Myrens who had been safely sequestered in the Twixt & Twain since the initial deal with Ruin was struck. Over that period, those of Myre conquered Ad Decimum, then destroyed Mandala, and finally destroyed the Gael, so when the region emerged from the Dark Mists early in 14ar, these cultures had been conquered and/or destroyed, though they existed in all current memories until the Mists fell across Adelrune in 11ar. In a theoretical sense, scholars do not believe such a moment would ever happen again, but it is difficult to say if such an extraordinary turn of events could potentially find a way to occur once more.
Aug 25	Ryan Leonard	Aldheer	Research: what is a desert and where does the term desert come from or how can I find where the term originates?	Although you do not have lores that would help you with this question, I'm going to go ahead and answer it.  The term 'desert' when referring to a geographic region such as the Southern Expanse only developed in the last century or so. Formerly, when the Southern Expanse was lush and green before it was invaded by demons, it was what one would consider a rainforest. There was no where else on Adelrune that was so devoid of life that could even be compared to the modern day Breach, and so there was no need for a word to describe the vast wasteland it would become. Many refer to the landscape of the Southern Expanse as a wasteland now, but in some circles a different word developed - desert, which was formerly used by the Nadine Empire to describe someone who abandoned their assigned post and left their spot vacant, empty, and unattended. As the Nadine Empire was one of the few nations that traded regularly with the city of Inexo, their soldiers and merchants were not uncommon visitors, and in time the term desert began to be used to refer to the vast emptiness of the interior valley of the Breach where in addition to the vast wastelands, deep sand has gathered and pooled in some parts. That region is particularly known to be empty and unattended, with the demon armies mostly circled around their cities and water sources, it is only the brave or desperate few who venture through such desolate areas as the desert.
Aug 25	Corin Edwards	Percival	Research: where is the staff of Belisarius and how did it get there? who holds it?	This is not information that is written about in texts within a library, as Belisarius was seen wielding his staff only a few years ago before his disappearance and presumed death in the Dark Mists of Myre.
Aug 25	Corin Edwards	Sols'tur	Research: why and when did House Kaelin start imprisoning celestials? is there a story of the first instance?	
Aug 25	Reiner	Kamiryu	Research: what are the names of ranking priests and knights interred at the temple of He? where are they specifically buried (to find their skulls)?	
Aug 25	Olivier	Grg	Research: how can one repair the book of Ig?	The Book of Ig was unique in that it was not simply a book of rituals copied down by hand, but each ritual was a spirit and soul bound to the book. Following the destruction of the Book of Ig, Captain Esdeline sacrificed her body to act as a casing to collect and retain all the personalities and memories of Ig. In doing so, she was no longer capable of walking on Adelrune among the Returned, but it is theoretically possible that her spirit can still be reached out to and perhaps provide knowledge or information that is sought from within the pages that were once Ig.
Aug 25	Grant	Wayland Tarsis	Research: personal accounts, military comunique, or correspondence about the breaching of the Eastern Wall in De'fey or the major military events immediately following the breach	
Aug 25	Jared Thornton	Emmit	Research: after the Nadine descecrated the Chorus shrine a ritual was put on the graveyard preventing the raising of undead/kill/repel undead. I wish to research a way to recreate or find a similar ritual	Firstly, broad assumptions are made here that are incorrect.  The White Chalice, as requested and assisted by Sir Zacharius Volk, cast a ritual upon the graveyard, providing it a spirit guardian - that of Thorin of the Black Chalice who willingly bound his soul to service - to protect the graveyard. While he was bound to the graveyard, the dead could not be raised, and any undead who crossed onto the consecrated land were destroyed. During Towerfall, the Nadine desecrated the graveyard and broke this ritual, releasing Thorin's spirit from his task, and allowing them to raise all that were buried there as undead. In the aftermath of Towerfall and the Siege of Port Frey, the faithful of Chorus reconcecrated the land to Chorus, but could not put a new spirit guardian in place without the assistance of the White Chalice meaning there was nothing protecting the graveyard from raising the bodies buried there as undead. 
Aug 25	Kenji	Leon	Research: the former kingdom of De'Fey was known as a kingdom of subterfuge and spycraft. when did that come to be? Is there any form of intelligence or diplomacy that may add or subtract from that reputation?	
Aug 25	Jocelyn	Rory	Research: with Mehs in the Abyss, what is his influence on Adelrune? is he still bound to Mehs' City? can he still control portals?	Please note: A research action only covers one question or topic, and you've submitted three different ones.  This information is impossible to find within written texts in a library, as it is something that only just happened and would be theoretical work at best. Many of the great demons hold influence and dominion over Adelrune from the Abyss - particularly if they possess the regalia with them. During the Age of Tane, Bel'e'athru sat upon his throne and wielded power over the demon hordes of Adelrune from the safety of the Abyss. With the fact Mehs was often seen away from his island city in recent years, one has to ask if he was truly bound to the island even when he remained on Adelrune, or did his abilities with portals provide loopholes? 
Aug 25	Dominic	Silas Calae-Montaige	Research: What are the properties of Mangosteen Fruit in alchemy? it was known to be used in medicine	In studying (and expending) a use of Mangosteen Fruit, you can discover that it has properties related to Healing, Rejuvenation, Purification, Spiritual, and Enhancement. With additional study (expending a second use of the tag), you are able to discover that it is useful in treating skin infections and rashes, keeping wounds clear of infection, treating dysentery, and soothing abdominal pain or distress.
Aug 25	Alyse Sherrick	Sonata	Research: what is the nature of the corruption in the world tree on Tear? 	The Corruption of Adelrune at large is currently caused by the corruption of the Ra'e'len Blood Root, spreading through roots of trees on Tear like a fungus, herein known as the Blood Root Fungus. This corruption was spreading out from the Ra'e'len homestead slowly until it encountered a firebreak. This corruption is slowed by areas without roots (rivers, high mountain ranges) but can jump them eventually (roots reach under rivers, or through mountain passes). The corruption's spread is stopped by the ocean. This Corruption is caused by the Blood Root corruption, "infecting" these living things. An uncorrupted living thing does not quickly become a fully corrupted creature whilst in the area of corruption.  Creatures seem to have to eat/sleep/etc. in the area for weeks before becoming a fully “corrupted version” of the creature. This Corruption results from these beings being in the area of Blood Root corruption, but corrupted creatures can leave that area, and they remain corrupted. The fungus seems to spread microscopic spores this way, leaving a trace in those who consume it. This Corruption is not contagious from proximity alone -- a corrupted being doesn't infect or corrupt the beings around it simply from its presence. This full Corruption might occur if one consumed enough corrupted creatures. For now, eating only a little bit of corrupted food seems to only leave a trace of the corruption with no very noticeable impact at the current corruption level of the lands. Corrupted food and materials seem to be sourced directly from the area of corruption or from sources that were corrupted inside the area and moved out, such as a soft pelt from a deer that got corrupted inside the area of corruption, then wandered out. The corruption originating from the Blood Root seems to be demonic and entropic in nature, and theoretically if enough roots are infected, it seems logical that the whole of the World Tree will suffer from this spreading disease in its roots 
Aug 25	Chris Sherrick	Reed	Research: given the power of souls expands a god's realm, what is the nature of the soul that makes it desireable to gods?	The power of souls does not necessarily *expand* a god's realm, simply that souls generally provide the god who possesses them more power. Whether that is a god now has a spirit army to fight a war between gods in the spirit realm, or a food source to feed to the great Spirit Wyrm to make it stronger, ultimately however, souls do not provide a god with an exceptional amount of power. Not anything more than prayers or similar actions do. Scholars suspect that its actually the non-death gods who benefit more from souls they get to control or possess or devour - such as demons who get to devour a human soul that has been damned or made an arrangement that their soul will go to the Abyss, which provides a direct meal of power to the demon in question.
Aug 25	Nick Brown	Vendino	Research: Does the Princess of Nameless Faith have any other weaknesses besides killing her followers? Do Gods have Souls, and if so, are they harder to contain/destroy?	Most notations about Nameless Faith that can be found written in text are heavily redacted, torn out entirely, or are soaked in old dried blood as if the writer (or reader) had their throat slit over the book in question.  Your line of questioning, while about Nameless, is also generally god theory and so you are able to find more information on that topic than specifics about the Princess of Night. While theoretically many gods do not have particular weaknesses, especially those who are born to other gods, often specific ambitions or goals they possess can be used against them. Regarding Nameless in particular, however, the nature of the faith says that mortals themselves can obtain godhood through the practices of this faith and so it can be surmised that these "gods" might have once been mortal. And for a god that was previously mortal, they typically still suffer some of the weaknesses of their mortality - most often in how they approach their challenges or goals. While it is nearly impossible to just do away with a god who is where they are intended to be (ie. not on Adelrune where they can be attacked as any other mortal or extraplanar being in a mortal form can be), sparking an inter-god conflict or somehow influencing the other plane can certainly reach out to them. In recent years, this approach is noted to have been attempted by Yog Zura against the goddess of possession in an attempt to claim her power for his own and achieve godhood directly, except in that he failed to reach her current form before her agents were able to snatch him in retaliation for his actions taken against her.
Aug 25	Indigo Cochran	Ghost	Research: History and potential weaknesses of metal demons?	Metal demons are not a common subsect of demons, and thus there are few records about them to be found. Far more common are the Stone Demons (mostly from the demon city of Oll), which metal demons are generally included under. As with all demons, however, silver is likely to be the most exploitable weakness of all demons.
Aug 25	Matthew Chiasson	Krular Bain	Research: NEEDS NEW TOPIC	
Aug 25	Scott	Gaeden	Assassin's Message to Inquisitor Claudia Hospitalus - "the Second Purges is coming. For you." - Gaeden	
Aug 25	Scott	Gaeden	Assassin's Message to Inquisitor Letholdus - "Tear shall be inquisitor free. Or, at least free of living Inquisitors." - Gaeden	
Aug 25	Scott	Gaeden	Assassin's Message to Inquisitor Jarrett - "Your faith is blind, stupid, and will be gone in a lifetime. The Second Purges comes for you." - Gaeden	
Aug 25	Scott	Gaeden	Cultural Understanding: Who are the preeminent warders among the Vicaul?	
Aug 25	Scott	Gaeden	Cultural Understanding: Who arranged to evacuate the Ardent Choir from Port Frey?	The Returned arranged for all peasantry and residents of Port Frey to be evacuated from the city before the Star hit.
Aug 25	Scott	Gaeden	Cultural Understanding: who has the Arbor of Ra'e'len?	The Arbor of Ra'e'len is with the First of the House Palauttaa, the Stillness of the Dawn.
Aug 25	Scott	Gaeden	Investigate History: the Arbor of Ra'e'len?	The Arbor of Ra'e'len is a mysterious artifact that few have had the opportunity to study or know the truth of, for its magics were a well-guarded secret until it disappeared with the fall of House Ra'e'len and its Perilinen. Said to be a stone-petrified branch of the World Tree, it has always been a symbol around which Ra'e'len and its tribes have rallied. When the Arbor was discovered in 8ar, both House Delfestrae and House Kaelin sought to obtain it from the Returned - for whomever bore the Arbor would have the loyalty and fealty of Svivore and Rakuten, and cement their position as the stronger of the two Effendal Houses. It found its way to the hands of a fresh, newly Returned Effendal - Palauttaa, the Stillness of the Dawn - once born (and died) unranked in House Ra'e'len in the Age of Tane, and suddenly thrust her into the role of First of an otherwise dead house. 
Aug 25	Scott	Gaeden	Political Insight: Palauttaa, the First of Ra'e'len	The First (and only) of House Ra'e'len, Palauttaa's political position among both the Endurant and the Citadel is tenuous at best and has been a string of bad luck since her Returning in 8ar. Foretold in prophecy to be Returning by the diviners of Radolond, she was already targeted by the three conflicting factions of House Delfestrae before she even stepped foot on Tear as a Returned - one wanted her dead, one wanted her to step in as a neutral voice between Kaelin and Delfestrae, and the third wished to push her to ascend to godhood. Thrown into the Clocktower game within a week of her Returning, it was almost sheer happenstance she was recovered by Perilinen Siili Sininen in the Terra forests and squirreled away to Port Frey to intervene in a conflict between House Kaelin and House Delfestrae over which House would lay claim to the Arbor of Ra'e'len, and her Endurant Tribes. Nearly killed by Phyraon that day, she was gifted the Arbor by the Returned and rushed out of town using both blood teleports and the ancient portals her House had once placed in Kotu while the Returned interfered with Phyraon's pursuit of her. This would prove to be a reoccuring trouble as the Clocktower games grew progressively more dangerous, leaving her little time to take leadership and establish herself with the Svivore and Rakuten as a whole. The Radolond took her in for a time and kept her hidden from scrying, a dissenting sect of Delfestrae waylaid Phyraon at every opportunity, the Returned saved her time and time again - from C'thon Darkweaver, from Phyraon, from Nicodemus, from Hakkon. Aided her in using the Tears of Espari to cage the Shrike and eliminate the Nadine Empress from the Clocktower entirely. The Returned were in Port Frey to welcome her back when the Shrike retaliated with a Tear of her own and executed Palauttaa and the Council of Ra'e'len she had built from her noble class of Svivore and Rakuten, and her other allies. They pushed her ahead of Belisarius. Convinced her not to step out of the Clocktower games when the Tower itself offered to return both House Ra'e'len and the Tribe Leneth to life as if they had never been killed. And fought for her in an honor combat against the best of the Celestine Empire. With the Clocktower done, she finally found the opportunity to bring her tribes together and be the noble responsible for them both, but even then a political struggle ensued as the tribes were not used to having a House to aide them. She built relations between the new Council of Radolond. She rebuilt the Council of Ra'e'len. And then she was hunted in and forced to flee, using the last of the divinity granted to her by the Clocktower to cloak the Ra'e'len Homestead from being discovered, even by those who knew where it was like her ancient enemies in the Ko'aat. She could not power the spell indefinitely, however, and when it ran out, the Ko'aat led the demons to her doorstep. She and a small band of Returned saved what they could that night. Important pieces and artifacts of House Ra'e'len that have given her people hope as they've been forced from their lands and south into the ancient territories of Leneth. And Palautta, who had once been a naive young channeler, has lost her patience and gentleness. She is not the pushover and vulnerable girl of the Clocktower games. She has learned from those who rallied to her and stood with her through it all. Tear is the land of House Ra'e'len.
Aug 25	Aisling	Ovela	Second Opinion: Professor - would the "tiny book of names" contain names of all demon generals?	It is unlikely, as the book has been heavily used over the years and is far from complete as true names have been used and expended from within it. Theoretically, you would just need to go look at the book to check this fact.
Aug 25	Aisling	Ovela	Political Insight: Sir Rudolph Kaya	Sir Rudolph Kaya has always been a popular knight amongst the Nadine Empire. Whether attending court, or amongst the battlefield, this charismatic knight stands apart from the many cold, intimidating leaders he is often in rank alongside. Sir Rudolph Kaya currently serves in the 4th legion-  First Division, alongside his squire, Feylance Decimus. One of the three knights within the division, and fighting in the frontlines in the battle against T’tocs and Melisma, Rudolph Kaya’s already well established reputation is now soaring. His popularity rises amongst the court of nobles, as well as becoming a beacon of inspiration within the legion. With the Empire's attention directly upon the battlefield, incredible pressure is put on the 4th legion to succeed after the recent devastation of Angistine Fortress.  The Empire is looking for a hero, and Rudolph Kaya answers with unwavering will and a barbed silver sword that rips apart enemy hoards, saving the division from breaking formation on several occasions. His dedication is said to be so true, that as more enemies spilled from the Etilvor ruins, Rudolph sacrificed his own land and estate in order to maintain the foothold needed to protect the enemy from spilling into the Empire.   However, even great heroes cannot stand forever, and with the complications of fighting in the Etilvor mountains begin to multiply, the first division is forced with the decision of retreating or making one final attempt to vanquish their enemy. It is rumored that the Tribune of the first division has fallen, and until a proper replacement can be chosen off of the battlefield, Sir Rudolph Kaya has taken leadership of the division. In these last moments, the responsibility of the entire division falls upon his shoulders. 
Aug 25	Aisling	Ovela	Inv. Rumors: Rudolph Kaya's Squire	- Rumor has it Feylance Decimus, Sir Rudolph’s squire, has killed over 500 void creatures and demons in the protection of Decimus lands this summer. - Rumor has it that Feylance struggles with his anger, and he has killed many of his own servants in his outbursts. - Rumor has it that Feylance is a favorite nephew of Auron Decimus. By Rudolph Kaya taking the boy as a squire, he has guaranteed himself a favorable position with House Decimus. So long as Feylance passes his trials. - Rumor has it, Feylance is both a grandmaster sorcerer and blood mage, an incredible feat for a 15 year old boy. - Rumor has it that if Feylance survives the attacks of Melisma and T’tocs, his trial of domination will be complete. Bringing him one step closer to knighthood.
Aug 25	Aisling	Ovela	State of the Court: Nadine Empire	
Aug 25	Tala Dao	Kendry Yuhan	Investigate Rumors: Jaina Crane	REFUND
Aug 25	Stephen	Tellah	Anarchy: Myre	FULFILLED
Aug 25	Stephen	Tellah	Investigate Rumors: Myre's Underworld	- Rumor has it,  - Rumor has it,  - Rumor has it,  - Rumor has it,  - Rumor has it, 
Aug 25	Stephen	Tellah	Investigate Rumors: Breaches into Myre	- Rumor has it, an elite force of Blood Knights and Archons stormed Myre and mounted a full assault against the city before being repelled - Rumor has it, it is impossible to enter Myre unless you already know the way in - Rumor has it, dragons will drop Dhakaaran warriors and assassins over the walls when no one is looking. - Rumor has it, you can enter Myre through the front door! - Rumor has it, it's easy to visit Myre! It's leaving that is the hard part.
Aug 25	Stephen	Cecil	Cultural Understading: Why doesn't the Inquisition renname it's Inquisitors to something else in order to escape the association with the past purges and genocide?	You cannot simply rename a knightly order or change its ideals and vows. It would be akin to heresy, and at minimum would require every single living knight of that order to agree to the change, and for it to be recognized by the Council of Honor. But simply changing the name does not actually solve or change anything at all.
Aug 25	Stephen	Cecil	Political Insight: Pious Justinius	
Aug 25	Stephen	Cecil	Political Insight: Lord General Ootomus Rex	
Aug 25	Stephen	Cecil	Political Insight: Inquisitor Claudia Hospitalus	general/war commander, offensive leader, power/fame/glory hungry, righteously anti-effendal
Aug 25	Stephen	Cecil	Political Insight: Inquisitor Jarrett	trained griswold/volk, epic badass knoght, hates politics and avoids it, kills what needs to be killed rather than all abominations
Aug 25	Stephen	Cecil	Poltical Insight: Inquisitor Letholdus	general/war commander, protector archetype, heroic warrior, trying to hold church property and defend the different churches/church infrastructure, anti-effendal in a studious way
Aug 25	Stephen	Cecil	Political Insight: Inquisitor Grenfell	general/war commander, semi-retired, like bragging rights from killing the biggest/baddest abominations, wants vengeance for being embarrassed by effendal
Aug 25	Stephen	Cecil	Military Insight: House Kaelin	With half as many tribes as House Delfestrae, and having taken significantly heavier loses in the Purges than their counterpart did, House Kaelin's whole population is barely a fraction of that which House Delfestrae can boast, and their military is similar is ratio. With approximately 2000 warriors across both House and tribes, they do have a number of specialty units that can and do step up when possible, however they have often played a more defensive and diplomatic approach in avoiding conflict with the humans of Tear. Among their specialty units are approximately 500 sorcerers and blade casters, 200 wardens, 200 demon and celestial hunters, and 200 Ritari who are capable of filling in most roles as necessary. For nearly a decade, their numbers were belayed by their alliance with neighboring King Alric Syltane and the 2000 knights of the Gold Chalice who were garrisoned at Antioc.
Aug 25	Stephen	Cecil	Military Insight: House Delfestrae	House Delfestrae provides the largest Effendal military force on Tear, with specialties in surface combat and magics. With nearly 5500 warriors across the House and tribes, they specialize in sorcery, blood magic, warding, bladecasting, and assassins which gives them a broad range of maneuverability and flexibility in combat situations. The Blood Glyphs buried deep in the caverns of Tear provide further protections against large populations of invaders in a particular region - though it is said they are written to target the human population, they have never been set off to target humans specifically. In Solace, they were re-written to target demon blood when the city was overran and was likely to fall under the onslaught, while in Port Frey they were re-written to act as a general blast of concussive force which was targeted towards the invading demon armies but also caught a large swath of Amalgamation soldiers in the crossfire. The military forces of Delfestrae, often led by Ilves "the Descending Talons of Terra" have a reputation for never failing - both in successfully taking Port Frey as retaliation for the Returned killing Phyraeon, and showing up at the Citadel to bring an end to Towerfall when the Nadine sieged the city, Terra's forces have not met a challenge they could not conquer on Tear.
Aug 25	Kyle Winn	Rufo Montaige	Inv. Rumors + Healthy Paranoia: King Alessandro is rumored to have built a wing of glass from Mehs onto his palace with a chandalier from Mehs. Is this true?	It can be confirmed that House Daecen recently imported a large quantity of glass and mirrors from Mehs for a particular ballroom in the royal palace, yes.
Aug 25	Kyle Winn	Rufo Montaige	Inv. Rumors + Healthy Paranoia: Sebastian Montaige is rumored to be in debt to Melisma. Is this true?	While they are known to have crossed paths, there does not seem to be a debt between Sebastian and Melisma.
Aug 25	Kyle Winn	Rufo Montaige	Spread through Song: Starfall Song (Crystal's inbox)	
Aug 25	Kyle Winn	Rufo Montaige	Investigate History: which side did the other major houses support during the Year of a Thousand Duels	When most House rivalries get going the other Dacian Houses tend to stay out of it to the best of their ability. Joining a particular side is only liable to lose them business and cause dramas with the Houses who choose the other side, so in most cases, especially a longer-running situation like the Year of a Thousand Duels, the Houses tend to support both sides so they can ultimately benefit from the conflict. In the case of the Year of a Thousand Duels, House Montaige was selling information and gossip to both sides, while House Calae was raking in the financial benefit of their mercenaries being hired as impartial bodyguards and peacekeepers, and their alchemy being needed to heal up injuries in the aftermath.
Aug 25	Preston	Francesco	Political Insight: Court Assassin Amara Lavenssa	Amara Lavenzza, an impressive artist in her own right, was recruited to the position of Court Assassin only a decade ago where she has made a strong name for herself. Though she is not in the leagues of Lord Sebastian Montaige or Lady Mancini, she is still seen as both reliable as well as a sculptural genius as she favors the use of archery to place her target in a perfectly sculptural death pose, where the placement of the body and even how they will bleed is taken into account before the assassination takes place so she never needs to approach after the arrow has been released. She has long been a favorite of Queen Chiara Daecen, who collected her private sculptures before she became a Court Assassin, and who has been a dedicated patron that had a strong hand in the development and success of Amara's career. It's said that Amara is the most successful of the Court Assassins tasked with ridding the population of the King's illegitimate heirs, having taken out seven to date. Amara's success and connections allow her beloved bride to live a well-kept life as one of the Queen's ladies-in-waiting, always known for having the most beautiful gowns and new jewels while she attends parties nearly every night either in the company of or on behalf of the Queen. Though Amara is not in any line of succession, she seems to be quite content in her position and having her path paved for her so she can simply focus on her arts and doting on her bride. 
Aug 25	Preston	Francesco	Poltical Insight: C'thon Darkweaver	C'thon Darkweaver is known to be extremely influential in demonic circles, in fact, he is among the most influential demons on Adelrune. With a quick tongue and dripping in charisma, he can talk nearly anyone around to his side or making moves that benefit his goals, not that they would necessarily know who they are making deals and arrangements with as he is known to take on various forms in different nations and does not always use his most public name. He is famously known for being responsible for more celestial deaths than anyone else in history, including influencing (read: causing) the creation of the Gold Chalice following his interference at Anziel's Wedding. Less in the political sphere, but scholars and those in academic circles are very well aware of him and his academic pursuits.
Aug 25	Preston	Francesco	Investigate Loved Ones + Healthy Paranoia: The Begger King	
Aug 25	Maddy	Melkora	Political Insight: Northern Vicaul post-Starfall	As the Vicaul are not a unified culture with a singular military force, this spend cannot be answered accurately for a broad topic such as "Northern Vicaul". In the future, please note that actions such as Political Insight are intended for a single, specific faction.  The three northern kings - Halvar, Arvid, and Tore - have complicated relationships between them, and even more complicated feelings about the Southern Kings. Following Starfall, they have adopted a more superior attitude over the lifestyle of the Southern Vicaul - claiming that the gods punished the southerners for their practices, while favoring them and protecting their people from the disaster. Even with this in common, however, none of the three get along between one another, and tensions have only grown in recent months as an influx of southern refugees have moved north seeking new homes and shelter for the coming winter.
Aug 25	Chris Sherrick	Reed	Investigate History: what happens to souls after death?	In speaking of "souls", most scholars are speaking directly of those belonging to mortal beings such as humans and the lesser-blooded descendents of magical beings that mixed with mortal blood. It is well-known and widely accepted on Adelrune that when a mortal soul dies, the next step in its progression is to pass over to the Spirit Plane where it will be ferried to the appropriate death realm. Most commonly this is Eden's realm for she has the most power over death and the souls of the dead, unless an outside force changes their course. Such changes in course might be another god or godmark pulls a soul into a specific part of the death realms, or even another mortal being binding the soul into a soul gem before it can cross over to the Spirit Plane. In particularly traumatic deaths, a soul might remain bound to the place in which they died - these beings might manifest as ghosts or banshees. In other cases typically through dark ritual, a soul might be torn out of the Spirit Plane entirely and dragged back to Adelrune, bound to a specific purpose - these are more commonly manifesting as wraiths or other vengeful spirits. In any case, the natural progression of the mortal soul is to live a live on Adelrune and then pass over to the Spirit Plane for the remainder of its eternity. There are, as always, rumors of other paths - souls that are dedicated to great powers such as demons might get dragged into the Abyss and consumed, powerful dragons might allow a soul to be "reincarnated", or the particularly good and benevolent might be raised to celestial-hood, a fae might whisk a soul away to live in the Twixt and Twain where death cannot reach them - but there is no proof of truth to any of these claims. 
Aug 25	Corin Edwards	Sols'tur	Cultural Understanding: What does it mean for House Kaelin to "keep the balance" of celestials? Balance compared to what, demons? How is that linked to the nature of Adelrune in general?	"Keeping the balance" is a phrase intended for all Effendal - not just House Kaelin - to keep Adelrune in balance in all things so that when the cycle of Ages comes to an end, the world will begin again and not fall into the Age of the Great Death where the world will ultimately come to its end and be devoured by the Great Wyrms. For House Kaelin, that means keeping the Celestials balanced against demons, but also against humanity and their own nature. Celestials that fall tip the balance towards entropy and vice, so by House Kaelin returning them to the Golden Realms, that power is reset and reinvested to the side of balance. 
Aug 25	Taylor Harrs	Apotheosis	Investigate Rumors: Nadine break-in in Myre	- Rumor has it, the Nadine infiltrators walked in through the front doors - Rumor has it, the Walls of Distortion aren't as secure as we thought - Rumor has it, maps of the city are spreading across Adelrune as we speak - Rumor has it, the Smiling Prince is livid after the break-in was uncovered - Rumor has it, someone will pay for their failure to defend the city
Aug 25	Taylor Harrs	Vraji	Investigate Rumors: Paragon Bloodmages (for potential odyssey)	Investigate Rumors: Paragon Bloodmages  Rumor has it, a lone effendal paragon blood mage has been seen slipping in and out of Port Frey through puddles of blood in the last year. Rumor has it, paragon blood mages have an unnaturally keen sense of sight and smell Rumor has it, a paragon blood mage has been residing among the Mortichyte refugees since the Mists fell. Rumor has it, paragon blood mages are fascinated by the Returned but try to study at a distance . Rumor has it, a former Ah'mi'mae'rune blood mage has visited Port Frey a number of times in recent years
Aug 25	Patrick Avery	Leon Everhardt	Investigate History: Children of Tane	The "Children of Tane" are not actually the direct and immediate *children* of Tane, but simply more of a bloodline and lineage that can be traced back to Tane - often they are grandchildren, great-grandchilden, or even further removed from their primogenitor. Typically, the "Children of Tane" are extremely large demons, who are especially strong in combat or leadership roles. Such a lineage is more akin to dragon lineages rather than being a specifc subsect of demons, like fire demons or others. The "Children of" are not an organized group, and as such they do not necessarily like each other, making them more akin to legendary monsters. Tane is not the only demon with such bloodlines, many of the most powerful demons have those who claim their lineage, such as Lightbreaker and Hope Lightbringer are among the "Children of Meretrix."
Aug 25	Tonks	Gya	Investigate Rumors: A lone Effendal paragon bloodmage seen slipping in and out of Port Frey through puddles of blood	This seems to be true, and is likely referencing the Delfestrae bloodmage Tyaous.
Aug 25	Tonks	Gya	Investigate Rumors: A paragon blood mage residing among the Mortichyte refugees since the Mists fell	This seems to be true, and potentially the same Ah'mi-me-rune who visits Port Frey.
Aug 25	Tonks	Gya	Investigate Rumors: am Ah'mi'me'rune blood mage who frequents Port Frey	This seems to be true, and potentially the same mage who is staying with the Mortichyte.
Aug 25	Jay Miskimen	Enilask	Basic Scouting: Is there a Nameless Faith camp/shrine in Port Frey?	Many!
Aug 25	Jay Miskimen	Enilask	Basic Scouting: Are the Nameless Faith in Port Frey mostly Returned?	Pre-Starfall: about equal
Aug 25	Jenni Powell	Vennetta	Spread Through Song: Four Stars (a gift from Hiero to the Regents of Port Frey) in Port Frey	
Aug 25	Jenni Powell	Vennetta	Spread Through Song: Four Stars (a gift from Hiero to the Regents of Port Frey) in Dace	
Aug 25	Jenni Powell	Vennetta	Spread Through Song: The Ballad of Fairy and Crow in Port Frey	
Aug 25	James	Roji	Inv. History: Davidas	Davidas has an illustrious history on Adelrune, while never seemingly having stepped onto Adelrune itself. Since arriving on the scene in the Age of Chorus, it is generally known among demonologists and historians that he has remained in the Abyss, but will interact with Adelrune through corrupted or possessing objects, especially masks. He has safely and comfortably pulled strings from within the Abyss, shaping the development of Adelrune through the last age with simply a well-placed murmur and possession. Particularly he led a secondary wave of trouble during the War of Faces, where he was not actively shapeshifting on Adelrune but could still influence or attempt to orchestrate the downfall of the various human nations. While it was generally believed that he had been on Adelrune for his famed fight with the celestial Aidhreal in 5ar, it is more likely he was simply possessing someone who wore a tethered mask for the entire situation, and when the body was killed and mask destroyed, that particular connection to Adelrune was severed.
Aug 25	James	Roji	Inv. History: Twisted Legion	The Twisted Legion is simply the miliary forces of Inexo city, with a long-standing history but few documented engagements as most of their conflicts throughout history were between the various demon cities. Inexo's port position on the northern coast put it most closely in proximity to Castle Tane, which was the main military force the Twisted Legion engaged with over the years in various skirmishes. In more recent years, after the death of Inexo, the Twisted Legion engaged not only in the War of Radiance and sailing demon forces to Tear, but also with the Second Crusade when Unity attempted to take over the city of Inexo and destroy it, and finally in the War of Ten Candles where remnants of the Twisted Legion and Inexo's fleet sailed north to seek out one of the roots of the world tree. The remaining land combantants and soldiers of the Twisted Legion have been dispersed throughout all of the armies of the various generals engaged in the War of Ten Candles under the oversight of Mehs. 
Aug 25	James	Roji	Inv. History: Stone Legion	The Stone Legion are the military forces of the city of Oll. It’s generally believed that the demons of Oll were the strongest in the Breach, and his “Stone Legion,” while technically infantry troops, functioned more like walking siege weapons. The Stone Legion was most often involved with altercations with the other demon cities that were not documented, but being the demon city nearest Redemption, they were often the force that would lay siege to the city and cause a scattering. In more recent history, the Stone Legion joined with Tane to fight against Castle Thorn in the War of Radiance, and their forces have been scattered amongst many of Mehs' generals in the War of Ten Candles.
